359
663
51
633
0,932595819
0,528637576
0,211273474
0,291890261
0,028972427
0,894509894
0,9466763
0,731147379
0,53783375
0,591249841
0,491976759
0,746685129
0,220028623
0,005087685
0,694772313
0,178553278
0,36987872
0,267596143
0,201230561
0,433663483
0,28830087
0,734086607
0,711337682
0,452585004
0,855116206
0,205271082
0,407729188
0,609229449
0,153364562
0,01465965
0,571314384
0,49137525
0,962737856
0,938233563
0,10449586
0,12670831
0,074146
0,817815829
0,428492117
0,448802373
0,619672789
0,210154947
0,983359998
0,132805253
0,772612484
0,902608755
0,086077261
0,442457948
0,682345565
0,443939706
0,916219688
0,50585042
0,660816778
0,649760057
0,931338866
0,880887985
0,472322381
0,055641478
0,546197089
0,38323193
0,749684513
0,900618619
0,586141807
0,134992811
0,185356069
0,647469142
0,300446658
0,792817771
0,046196436
0,964171956
0,960908227
0,85871718
0,32690936
0,829127788
0,789121548
0,558605219
0,634298036
0,602242921
0,625742531
0,114382005
0,397119449
0,730617863
0,605911243
0,854737437
0,736880078
0,657249359
0,946317378
0,842152263
0,835187006
0,262181767
0,9720967
0,310860422
0,567237332
0,309469197
0,182257061
0,859489261
0,907894132
0,135817179
0,431543785
0,290023178
0,164411925
0,346049815
9,0766E-05
0,179481128
0,082667373
0,942855608
0,021097917
0,958625454
0,775566024
0,230630014
0,264506063
0,671707232
0,48716498
0,246585706
0,39228078
0,149328127
0,455625904
0,796426545
0,676364146
0,293069662
0,451209825
0,917360365
0,622870191
0,588821329
0,62695245
0,74241719
0,083646695
0,142569959
0,489780999
0,031734018
0,65001843
0,148170881
0,941498803
0,323534886
0,818655665
0,546287834
0,581465386
0,719980169
0,917243909
0,260545154
0,081761535
0,741955416
0,354982752
0,954104274
0,758616901
0,671616761
0,928070774
0,110471174
0,97037797
0,45416811
0,616872621
0,738192607
0,096457136
0,986212737
0,265509503
0,323598335
0,216212533
0,184552361
0,890337867
0,070718922
0,641265146
0,098058342
0,34682405
0,278335169
0,640879879
0,304296763
0,010040821
0,367980045
0,59715705
0,242663166
0,050306445
0,873282385
0,199677985
0,714286077
0,282368333
0,363244587
0,565125144
0,558541328
0,75448417
0,830328789
0,706148501
0,364239018
0,608382722
0,945421293
0,617474636
0,758075163
0,255515854
0,679516087
0,635807371
0,039890319
0,176237922
0,623724005
